"symbol","instrument_type","security_type","market_status","total_volume","aum_size","average","change","eps","exchange","exercise_price","exercise_ratio","high","implied_volatility","inav","intrinsic_value","last","last_trading_date","low","maturity_date","moneyness","pbv","pe","percent_change","percent_yield","theoretical","to_last_trade","underlying","underlying_price","updated_at"
"MOONG","STOCK","CS","Open1",0,NULL,NULL,NULL,"0.10415",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0.61","17.88",NULL,"9.869999885559082",NULL,NULL,NULL,NULL,"2025-03-19 18:11:49.227683"
"MORE","STOCK","CS","Open1",0,NULL,NULL,NULL,"-0.0252",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0.14","0.0",NULL,"0.0",NULL,NULL,NULL,NULL,"2025-03-19 18:11:51.567003"
"MOSHI","STOCK","CS","Open1",0,NULL,NULL,NULL,"1.58",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"6.01","26.78",NULL,"1.8899999856948853",NULL,NULL,NULL,NULL,"2025-03-19 18:11:56.299198"
"MOTHER","STOCK","CS","Open1",0,NULL,NULL,NULL,"0.11",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"1.06","11.44",NULL,"0.0",NULL,NULL,NULL,NULL,"2025-03-17 01:37:40.160846"
"MPJ","STOCK","CS","Open1",0,NULL,NULL,NULL,"0.64097",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0.94","6.48",NULL,"9.260000228881836",NULL,NULL,NULL,NULL,"2025-03-19 18:12:03.859567"
"MSC","STOCK","CS","Open1",0,NULL,NULL,NULL,"0.71077",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"1.21","10.76",NULL,"6.539999961853027",NULL,NULL,NULL,NULL,"2025-03-19 18:12:06.576282"
"MST","STOCK","CS","Open1",0,NULL,NULL,NULL,"0.81",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0.92","10.13",NULL,"7.929999828338623",NULL,NULL,NULL,NULL,"2025-03-19 18:12:09.308328"
"MTC","STOCK","CS","Open1",0,NULL,NULL,NULL,"2.7676",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2.52","15.9",NULL,"0.5699999928474426",NULL,NULL,NULL,NULL,"2025-03-17 01:37:53.374195"
"MTI","STOCK","CS","Open1",0,NULL,NULL,NULL,"12.78576",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0.98","8.45",NULL,"7.409999847412109",NULL,NULL,NULL,NULL,"2025-03-17 01:37:55.508974"
"MTW","STOCK","CS","Open1",0,NULL,NULL,NULL,"-0.02925",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"1.09","0.0",NULL,"0.0",NULL,NULL,NULL,NULL,"2025-03-17 01:37:57.650014"
"MUD","STOCK","CS","Open1",0,NULL,NULL,NULL,"-0.29074",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0.76","0.0",NULL,"0.0",NULL,NULL,NULL,NULL,"2025-03-17 01:37:59.796568"
"MVP","STOCK","CS","Open1",0,NULL,NULL,NULL,"-0.187",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"1.3","0.0",NULL,"0.0",NULL,NULL,NULL,NULL,"2025-03-17 01:38:01.936646"
"NAM","STOCK","CS","Open1",0,NULL,NULL,NULL,"0.25838",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"1.44","16.49",NULL,"3.5199999809265137",NULL,NULL,NULL,NULL,"2025-03-17 01:38:04.076029"
"NAT","STOCK","CS","Open1",0,NULL,NULL,NULL,"0.53",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"1.73","7.37",NULL,"9.260000228881836",NULL,NULL,NULL,NULL,"2025-03-17 01:38:06.217918"
"NATION","STOCK","CS","Open1",0,NULL,NULL,NULL,"-0.069",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"6.61","0.0",NULL,"0.0",NULL,NULL,NULL,NULL,"2025-03-17 01:38:08.353811"
"NC","STOCK","CS","Open1",0,NULL,NULL,NULL,"0.08257",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0.72","28.1",NULL,"0.4300000071525574",NULL,NULL,NULL,NULL,"2025-03-17 01:38:10.485462"
"NCAP","STOCK","CS","Open1",0,NULL,NULL,NULL,"0.18",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0.47","9.18",NULL,"1.3600000143051147",NULL,NULL,NULL,NULL,"2025-03-17 01:38:12.629327"
"NCH","STOCK","CS","Open1",0,NULL,NULL,NULL,"-0.02704",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0.27","0.0",NULL,"0.0",NULL,NULL,NULL,NULL,"2025-03-17 01:38:14.750503"
"NCL","STOCK","CS","Open1",0,NULL,NULL,NULL,"-0.509",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"1.71","0.0",NULL,"0.0",NULL,NULL,NULL,NULL,"2025-03-17 01:38:16.888758"
"NCP","STOCK","CS","Open1",0,NULL,NULL,NULL,"0.10246",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"1.1","12.61",NULL,"6.239999771118164",NULL,NULL,NULL,NULL,"2025-03-17 01:38:19.03117"
"NDR","STOCK","CS","Open1",0,NULL,NULL,NULL,"0.02165",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0.69","79.8",NULL,"2.6500000953674316",NULL,NULL,NULL,NULL,"2025-03-17 01:38:21.171488"
"NEO","STOCK","CS","Open1",0,NULL,NULL,NULL,"3.6",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"1.8","9.0",NULL,"4.460000038146973",NULL,NULL,NULL,NULL,"2025-03-17 01:38:23.302587"
"NEP","STOCK","CS","Open1",0,NULL,NULL,NULL,"0.004",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0.97","56.94",NULL,"0.0",NULL,NULL,NULL,NULL,"2025-03-17 01:38:25.443472"
"NER","STOCK","CS","Open1",0,NULL,NULL,NULL,"0.89429",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"1.05","5.41",NULL,"7.440000057220459",NULL,NULL,NULL,NULL,"2025-03-17 01:38:27.61946"
"NETBAY","STOCK","CS","Open1",0,NULL,NULL,NULL,"1.07958",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"6.43","16.49",NULL,"6.630000114440918",NULL,NULL,NULL,NULL,"2025-03-17 01:38:29.764281"
"NEW","STOCK","CS","Open1",0,NULL,NULL,NULL,"4.36714",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2.35","27.02",NULL,"1.5299999713897705",NULL,NULL,NULL,NULL,"2025-03-17 01:38:31.900157"
"NEWS","STOCK","CS","Open1",0,NULL,NULL,NULL,"-0.00173",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"1.65","0.0",NULL,"0.0",NULL,NULL,NULL,NULL,"2025-03-17 01:38:34.030085"
"NEX","STOCK","CS","Open1",0,NULL,NULL,NULL,"-1.38",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"1.15","0.0",NULL,"0.0",NULL,NULL,NULL,NULL,"2025-03-17 01:38:36.158184"
"NFC","STOCK","CS","Open1",0,NULL,NULL,NULL,"0.03849",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0.82","34.03",NULL,"0.0",NULL,NULL,NULL,NULL,"2025-03-17 01:38:38.286845"
"NKI","STOCK","CS","Open1",0,NULL,NULL,NULL,"-0.37602",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0.45","0.0",NULL,"0.0",NULL,NULL,NULL,NULL,"2025-03-17 01:38:40.422585"
"NKT","STOCK","CS","Open1",0,NULL,NULL,NULL,"0.58",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"1.24","10.26",NULL,"4.019999980926514",NULL,NULL,NULL,NULL,"2025-03-17 01:38:42.55632"
"NL","STOCK","CS","Open1",0,NULL,NULL,NULL,"0.01664",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0.56","57.11",NULL,"4.349999904632568",NULL,NULL,NULL,NULL,"2025-03-17 01:38:44.962653"
"NNCL","STOCK","CS","Open1",0,NULL,NULL,NULL,"0.19",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0.86","8.18",NULL,"6.960000038146973",NULL,NULL,NULL,NULL,"2025-03-17 01:38:47.095436"
"NOBLE","STOCK","CS","Open1",0,NULL,NULL,NULL,"0.31514",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0.47","6.79",NULL,"18.639999389648438",NULL,NULL,NULL,NULL,"2025-03-17 01:38:49.252874"
"NOVA","STOCK","CS","Open1",0,NULL,NULL,NULL,"1.59",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0.7","4.16",NULL,"0.0",NULL,NULL,NULL,NULL,"2025-03-17 01:38:51.393875"
"NPK","STOCK","CS","Open1",0,NULL,NULL,NULL,"-0.91245",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0.26","0.0",NULL,"0.0",NULL,NULL,NULL,NULL,"2025-03-17 01:38:53.543628"
"NRF","STOCK","CS","Open1",0,NULL,NULL,NULL,"0.03916",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0.28","13.28",NULL,"0.0",NULL,NULL,NULL,NULL,"2025-03-17 01:38:55.703236"
"NSL","STOCK","CS","Open1",0,NULL,NULL,NULL,"1.80336",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"4.53","15.8",NULL,"3.1600000858306885",NULL,NULL,NULL,NULL,"2025-03-17 01:38:57.842834"
"NTSC","STOCK","CS","Open1",0,NULL,NULL,NULL,"0.93",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0.82","8.99",NULL,"1.899999976158142",NULL,NULL,NULL,NULL,"2025-03-17 01:38:59.998103"
"NTV","STOCK","CS","Open1",0,NULL,NULL,NULL,"2.25",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"1.68","12.86",NULL,"4.71999979019165",NULL,NULL,NULL,NULL,"2025-03-17 01:39:02.14784"
"NV","STOCK","CS","Open1",0,NULL,NULL,NULL,"-0.1779",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0.35","0.0",NULL,"0.0",NULL,NULL,NULL,NULL,"2025-03-17 01:39:04.400435"
"NVD","STOCK","CS","Open1",0,NULL,NULL,NULL,"0.05554",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0.45","28.95",NULL,"0.0",NULL,NULL,NULL,NULL,"2025-03-17 01:39:06.556528"
"NWR","STOCK","CS","Suspend",0,NULL,NULL,NULL,"-1.54073",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0.0","0.0",NULL,"0.0",NULL,NULL,NULL,NULL,"2025-03-17 01:39:08.708645"
"NYT","STOCK","CS","Open1",0,NULL,NULL,NULL,"0.40178",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"1.14","8.21",NULL,"12.729999542236328",NULL,NULL,NULL,NULL,"2025-03-17 01:39:10.862279"
"OCC","STOCK","CS","Open1",0,NULL,NULL,NULL,"0.3196",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0.53","28.47",NULL,"0.8799999952316284",NULL,NULL,NULL,NULL,"2025-03-17 01:39:13.00907"
"OGC","STOCK","CS","Open1",0,NULL,NULL,NULL,"-4.52",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0.11","0.0",NULL,"0.0",NULL,NULL,NULL,NULL,"2025-03-17 01:39:15.16483"
"OHTL","STOCK","CS","Open1",0,NULL,NULL,NULL,"27.82008",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"1.9","11.25",NULL,"0.0",NULL,NULL,NULL,NULL,"2025-03-17 01:39:17.317944"
"OKJ","STOCK","CS","Open1",0,NULL,NULL,NULL,"0.41018",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2.96","25.51",NULL,"1.8899999856948853",NULL,NULL,NULL,NULL,"2025-03-17 01:39:19.466086"
"ONEE","STOCK","CS","Open1",0,NULL,NULL,NULL,"0.17681",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0.87","14.48",NULL,"6.639999866485596",NULL,NULL,NULL,NULL,"2025-03-17 01:39:21.619573"
"OR","STOCK","CS","Open1",10000,NULL,"10.0","-0.9","0.63753",NULL,NULL,NULL,"10.0",NULL,NULL,NULL,"10.0",NULL,"10.0",NULL,NULL,"1.16","16.47","-8.26","3.809999942779541",NULL,NULL,NULL,NULL,"2025-03-17 01:39:23.762596"
"ORI","STOCK","CS","Open1",0,NULL,NULL,NULL,"0.42858",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0.32","5.88",NULL,"0.8299999833106995",NULL,NULL,NULL,NULL,"2025-03-17 01:39:25.962158"
"ORN","STOCK","CS","Open1",0,NULL,NULL,NULL,"0.0937",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0.42","7.36",NULL,"2.9000000953674316",NULL,NULL,NULL,NULL,"2025-03-17 01:39:28.096208"
"OSP","STOCK","CS","Open1",3000,NULL,"20.0","4.3","0.54535",NULL,NULL,NULL,"20.0",NULL,NULL,NULL,"20.0",NULL,"20.0",NULL,NULL,"2.95","27.87","27.39","3.950000047683716",NULL,NULL,NULL,NULL,"2025-03-17 01:39:30.243934"
"PACO","STOCK","CS","Open1",0,NULL,NULL,NULL,"0.1475",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"1.43","9.76",NULL,"13.890000343322754",NULL,NULL,NULL,NULL,"2025-03-17 01:39:32.380609"
"PAF","STOCK","CS","Open1",0,NULL,NULL,NULL,"-0.0101",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0.64","0.0",NULL,"0.0",NULL,NULL,NULL,NULL,"2025-03-17 01:39:34.521515"
"PANEL","STOCK","CS","Open1",0,NULL,NULL,NULL,"0.10925",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0.8","11.1",NULL,"1.7100000381469727",NULL,NULL,NULL,NULL,"2025-03-17 01:39:36.666554"
"PAP","STOCK","CS","Open1",0,NULL,NULL,NULL,"-0.30874",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0.57","0.0",NULL,"0.0",NULL,NULL,NULL,NULL,"2025-03-17 01:39:38.812376"
"PATO","STOCK","CS","Open1",0,NULL,NULL,NULL,"0.60369",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2.35","13.67",NULL,"7.269999980926514",NULL,NULL,NULL,NULL,"2025-03-17 01:39:40.94539"
"PB","STOCK","CS","Open1",0,NULL,NULL,NULL,"3.53463",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"1.98","15.49",NULL,"3.6500000953674316",NULL,NULL,NULL,NULL,"2025-03-17 01:39:43.08974"
"PCC","STOCK","CS","Open1",0,NULL,NULL,NULL,"0.29133",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0.99","8.99",NULL,"8.020000457763672",NULL,NULL,NULL,NULL,"2025-03-17 01:39:45.237356"
"PCE","STOCK","CS","Open1",0,NULL,NULL,NULL,"0.27962",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"1.71","14.35",NULL,"4.599999904632568",NULL,NULL,NULL,NULL,"2025-03-17 01:39:47.37863"
"PCSGH","STOCK","CS","Open1",0,NULL,NULL,NULL,"0.4143",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"1.03","8.5",NULL,"7.099999904632568",NULL,NULL,NULL,NULL,"2025-03-17 01:39:49.519902"
"PDG","STOCK","CS","Open1",0,NULL,NULL,NULL,"0.23765",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"1.25","10.94",NULL,"9.229999542236328",NULL,NULL,NULL,NULL,"2025-03-17 01:39:51.662462"
"PDJ","STOCK","CS","Open1",0,NULL,NULL,NULL,"-0.01601",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0.44","0.0",NULL,"5.75",NULL,NULL,NULL,NULL,"2025-03-17 01:39:53.806721"
"PEACE","STOCK","CS","Open1",0,NULL,NULL,NULL,"0.13407",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0.54","17.9",NULL,"2.5",NULL,NULL,NULL,NULL,"2025-03-17 01:39:55.944594"
"PEER","STOCK","CS","Open1",0,NULL,NULL,NULL,"-0.1651",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0.14","0.0",NULL,"0.0",NULL,NULL,NULL,NULL,"2025-03-17 01:39:58.077262"
"PERM","STOCK","CS","Open1",0,NULL,NULL,NULL,"-0.4053",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0.63","0.0",NULL,"0.0",NULL,NULL,NULL,NULL,"2025-03-17 01:40:00.21827"
"PF","STOCK","CS","Open1",0,NULL,NULL,NULL,"-0.1009",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0.1","0.0",NULL,"0.0",NULL,NULL,NULL,NULL,"2025-03-17 01:40:02.359807"
"PG","STOCK","CS","Open1",0,NULL,NULL,NULL,"0.02039",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0.5","362.97",NULL,"2.700000047683716",NULL,NULL,NULL,NULL,"2025-03-17 01:40:04.496358"
"PHG","STOCK","CS","Open1",0,NULL,NULL,NULL,"0.84",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2.03","16.53",NULL,"3.5999999046325684",NULL,NULL,NULL,NULL,"2025-03-17 01:40:06.637833"
"PHOL","STOCK","CS","Open1",0,NULL,NULL,NULL,"0.32",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"1.48","8.94",NULL,"7.929999828338623",NULL,NULL,NULL,NULL,"2025-03-17 01:40:08.779099"
"PICO","STOCK","CS","Open1",0,NULL,NULL,NULL,"0.03734",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2.26","27.75",NULL,"2.2799999713897705",NULL,NULL,NULL,NULL,"2025-03-17 01:40:10.923645"
"PIMO","STOCK","CS","Open1",0,NULL,NULL,NULL,"0.14989",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0.85","8.25",NULL,"6.059999942779541",NULL,NULL,NULL,NULL,"2025-03-17 01:40:13.063878"
"PIN","STOCK","CS","Open1",0,NULL,NULL,NULL,"1.49459",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"1.51","4.11",NULL,"12.359999656677246",NULL,NULL,NULL,NULL,"2025-03-17 01:40:15.206019"
"PIS","STOCK","CS","Open1",0,NULL,NULL,NULL,"0.26",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"3.87","27.93",NULL,"0.0",NULL,NULL,NULL,NULL,"2025-03-17 01:40:17.360167"
"PJW","STOCK","CS","Open1",0,NULL,NULL,NULL,"0.205",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0.94","10.54",NULL,"4.0",NULL,NULL,NULL,NULL,"2025-03-17 01:40:19.494758"
"PK","STOCK","CS","Open1",0,NULL,NULL,NULL,"-0.31201",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0.18","0.0",NULL,"0.0",NULL,NULL,NULL,NULL,"2025-03-17 01:40:21.62639"
"PL","STOCK","CS","Open1",0,NULL,NULL,NULL,"-0.17691",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0.2","0.0",NULL,"0.0",NULL,NULL,NULL,NULL,"2025-03-17 01:40:23.789387"
"PLANB","STOCK","CS","Open1",0,NULL,NULL,NULL,"0.2449",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2.48","23.41",NULL,"2.0299999713897705",NULL,NULL,NULL,NULL,"2025-03-17 01:40:25.930335"
"PLANET","STOCK","CS","Open1",0,NULL,NULL,NULL,"-0.09",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"1.93","0.0",NULL,"0.0",NULL,NULL,NULL,NULL,"2025-03-17 01:40:28.068"
"PLAT","STOCK","CS","Open1",0,NULL,NULL,NULL,"0.14606",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0.59","11.64",NULL,"0.0",NULL,NULL,NULL,NULL,"2025-03-17 01:40:30.195558"
"PLE","STOCK","CS","Open1",0,NULL,NULL,NULL,"-0.66768",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0.25","0.0",NULL,"0.0",NULL,NULL,NULL,NULL,"2025-03-17 01:40:32.324985"
"PLT","STOCK","CS","Open1",0,NULL,NULL,NULL,"0.06543",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0.66","9.17",NULL,"5.0",NULL,NULL,NULL,NULL,"2025-03-17 01:40:34.469583"
"PLUS","STOCK","CS","Open1",0,NULL,NULL,NULL,"0.06",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2.01","61.75",NULL,"1.5199999809265137",NULL,NULL,NULL,NULL,"2025-03-17 01:40:36.615815"
"PM","STOCK","CS","Open1",0,NULL,NULL,NULL,"1.07584",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"3.03","9.11",NULL,"10.0",NULL,NULL,NULL,NULL,"2025-03-17 01:40:38.742085"
"PMC","STOCK","CS","Open1",0,NULL,NULL,NULL,"0.151",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0.57","6.81",NULL,"0.3499999940395355",NULL,NULL,NULL,NULL,"2025-03-17 01:40:40.902435"
"PMTA","STOCK","CS","Open1",0,NULL,NULL,NULL,"1.49",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0.54","6.05",NULL,"11.109999656677246",NULL,NULL,NULL,NULL,"2025-03-17 01:40:43.048132"
"POLY","STOCK","CS","Open1",0,NULL,NULL,NULL,"0.47576",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2.43","14.71",NULL,"6.429999828338623",NULL,NULL,NULL,NULL,"2025-03-17 01:40:45.195095"
"POPF","STOCK","CS","Open1",0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0.56",NULL,NULL,"14.479999542236328",NULL,NULL,NULL,NULL,"2025-03-17 01:40:47.324474"
"PORT","STOCK","CS","Open1",0,NULL,NULL,NULL,"0.02241",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0.44","43.11",NULL,"0.0",NULL,NULL,NULL,NULL,"2025-03-17 01:40:49.465507"
"PPM","STOCK","CS","Open1",0,NULL,NULL,NULL,"0.2837",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0.58","5.71",NULL,"3.0899999141693115",NULL,NULL,NULL,NULL,"2025-03-17 01:40:51.618174"
"PPP","STOCK","CS","Open1",0,NULL,NULL,NULL,"-0.116",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0.45","0.0",NULL,"0.0",NULL,NULL,NULL,NULL,"2025-03-17 01:40:53.763423"
"PPPM","STOCK","CS","Open1",0,NULL,NULL,NULL,"-0.328",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0.71","0.0",NULL,"0.0",NULL,NULL,NULL,NULL,"2025-03-17 01:40:55.895207"
"PPS","STOCK","CS","Open1",0,NULL,NULL,NULL,"-0.01649",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0.52","0.0",NULL,"0.0",NULL,NULL,NULL,NULL,"2025-03-17 01:40:58.030705"
"PQS","STOCK","CS","Open1",0,NULL,NULL,NULL,"0.36",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0.74","6.73",NULL,"6.199999809265137",NULL,NULL,NULL,NULL,"2025-03-17 01:41:00.198795"
"PR9","STOCK","CS","Open1",0,NULL,NULL,NULL,"0.90637",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"3.02","23.06",NULL,"1.909999966621399",NULL,NULL,NULL,NULL,"2025-03-17 01:41:02.328809"
"PRAKIT","STOCK","CS","Open1",0,NULL,NULL,NULL,"-1.35411",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0.82","0.0",NULL,"6.25",NULL,NULL,NULL,NULL,"2025-03-17 01:41:04.462399"
"PRAPAT","STOCK","CS","Open1",0,NULL,NULL,NULL,"0.13594",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0.82","8.98",NULL,"2.5899999141693115",NULL,NULL,NULL,NULL,"2025-03-17 01:41:06.599123"
"PREB","STOCK","CS","Open1",0,NULL,NULL,NULL,"0.42991",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0.46","8.79",NULL,"5.289999961853027",NULL,NULL,NULL,NULL,"2025-03-17 01:41:08.736795"
